#
#   VizieR Astronomical Server vizier.cfa.harvard.edu
#    Date: 2013-01-10T05:27:37 [V1.97 (28-Nov-2012)]
#   In case of problem  please report to:	question@simbad.u-strasbg.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.97 (28-Nov-2012)	
#INFO	-ref=VIZ50ee50e47802	
#INFO	-out.max=unlimited	
#INFO	queryParameters=32	
#-oc.form=dec
#-out.max=unlimited
#-out.add=_r
#-out.add=_RAJ _DEJ
#-sort=_r
#-nav=cat:J/A+A/505/139&tab:{J/A+A/505/139/stars}&key:source=J/A+A/505/139/stars&HTTPPRM:&-ref=VIZ50ee50e47802&-out.max=50&-out.form=HTML Table&-out.add=_r&-out.add=_RAJ _DEJ&-sort=_r&-oc.form=sexa&-meta.foot=1&-meta=1&-meta.ucd=2&-file=.&-meta=1&-usenav=1&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=J/A+A/505/139/stars
#-order=I
#-out=NGC
#-out=ID
#-out=RAJ2000
#-out=DEJ2000
#-out=Bmag
#-out=Vmag
#-out=Icmag
#-out=Kmag
#-out=HRV
#-out=Teff
#-out=logg
#-out=[A/H]
#-out=vt
#-out=[FeI/H]
#-out=l_[O/Fe]
#-out=[O/Fe]
#-out=[Na/Fe]
#-out=[Mg/Fe]
#-out=[Al/Fe]
#-out=[Si/Fe]
#

#RESOURCE=yCat_35050139
#Name: J/A+A/505/139
#Title: Abundances of red giants in 17 globular clusters (Carretta+  2009)
#Table	J_A_A_505_139_stars:
#Name: J/A+A/505/139/stars
#Title: ID  positions  magnitudes  RVs  atmospheric parameters and abundances for stars in 17 GCs {\em(tables 3  4 and 9 of paper; error fixed on 2011-07-06)}
#Column	_RAJ2000	(F10.6)	Right ascension (FK5  Equinox=J2000.0) (computed by VizieR  not part of the original data)	[ucd=pos.eq.ra]
#Column	_DEJ2000	(F10.6)	Declination (FK5  Equinox=J2000.0) (computed by VizieR  not part of the original data)	[ucd=pos.eq.dec]
#Column	NGC	(I4)	NGC number \linkRole{mean errors}	[ucd=meta.id.parent]
#Column	ID	(I7)	Star ID	[ucd=meta.id;meta.main]
#Column	RAJ2000	(A12)	Right ascension (J2000.0)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(A12)	Declination (J2000.0)	[ucd=pos.eq.dec;meta.main]
#Column	Bmag	(F6.3)	? Johnson B magnitude	[ucd=phot.mag;em.opt.B]
#Column	Vmag	(F6.3)	? Johnson V magnitude	[ucd=phot.mag;em.opt.V]
#Column	Icmag	(F6.3)	? Cousins I magnitude	[ucd=phot.mag;em.opt.I]
#Column	Kmag	(F6.3)	? 2MASS K magnitude	[ucd=phot.mag;em.IR.K]
#Column	HRV	(F7.2)	Heliocentric radial velocity (in grating HR11)	[ucd=spect.dopplerVeloc;pos.heliocentric]
#Column	Teff	(I4)	Effective temperature	[ucd=phys.temperature.effective]
#Column	logg	(F5.2)	Gravity	[ucd=phys.gravity]
#Column	[A/H]	(F5.2)	Input metallicity	[ucd=phys.abund]
#Column	vt	(F5.2)	Microturbulent velocity	[ucd=phys.veloc]
#Column	[FeI/H]	(F6.3)	Metallicity [FeI/H]I	[ucd=phys.abund.Z]
#Column	l_[O/Fe]	(A1)	Limit flag on [O/Fe]	[ucd=meta.code.error;phys.abund]
#Column	[O/Fe]	(F6.3)	? [O/Fe] abundance	[ucd=phys.abund]
#Column	[Na/Fe]	(F6.3)	? [Na/Fe] abundance	[ucd=phys.abund]
#Column	[Mg/Fe]	(F6.3)	? [Mg/Fe] abundance	[ucd=phys.abund]
#Column	[Al/Fe]	(F6.3)	? [Al/Fe] abundance	[ucd=phys.abund]
#Column	[Si/Fe]	(F6.3)	? [Si/Fe] abundance	[ucd=phys.abund]
#_RAJ2000|_DEJ2000|NGC|ID|RAJ2000|DEJ2000|Bmag|Vmag|Icmag|Kmag|HRV|Teff|logg|[A/H]|vt|[FeI/H]|l_[O/Fe]|[O/Fe]|[Na/Fe]|[Mg/Fe]|[Al/Fe]|[Si/Fe]
#deg|deg| | |"h:m:s"|"d:m:s"|mag|mag|mag|mag|km/s|K|[cm/s2]|[Sun]|km/s|[Sun]| |[Sun]|[Sun]|[Sun]|[Sun]|[Sun]
#----------|----------|----|-------|------------|------------|------|------|------|------|-------|----|-----|-----|-----|------|-|------|------|------|------|------
245.917087|-26.527733|6121|  32055|16 23 40.101|-26 31 39.84|      |11.829|10.042| 7.656|  70.46|4264| 1.31|-1.15| 1.74|-1.150| | 0.330| 0.495| 0.581| 0.694| 0.487
245.862254|-26.525369|6121|  32317|16 23 26.941|-26 31 31.33|      |12.511|10.788| 8.571|  68.61|4420| 1.70|-1.16| 1.30|-1.156| | 0.226| 0.473| 0.549| 0.636| 0.471
245.902404|-26.505578|6121|  34240|16 23 36.577|-26 30 20.08|      |12.322|10.613| 8.432|  66.35|4394| 1.61|-1.18| 1.39|-1.180| | 0.259| 0.186| 0.576| 0.558| 0.581
245.872946|-26.486581|6121|  35774|16 23 29.507|-26 29 11.69|      |12.271|10.565| 8.351|  78.37|4380| 1.58|-1.17| 1.30|-1.166| | 0.246| 0.368| 0.534| 0.570| 0.580
245.916579|-26.480281|6121|  36215|16 23 39.979|-26 28 49.01|      |11.750| 9.938| 7.573|  70.51|4118| 1.16|-1.20| 1.33|-1.203| | 0.321| 0.262| 0.618| 0.621| 0.564
248.037708|-13.040808|6171|   7948|16 32 09.050|-13 02 26.91|17.175|15.823|      |12.407| -35.44|4604| 2.25|-1.03| 1.11|-1.030|<|-0.038| 0.665| 0.522| 0.285| 0.513
248.147067|-13.118892|6171|   9390|16 32 35.296|-13 07 08.01|15.794|14.296|      |10.473| -34.91|4190| 1.35|-1.08| 1.46|-1.083| | 0.039| 0.563| 0.456| 0.362| 0.606
248.173146|-13.034375|6171|  17385|16 32 41.555|-13 02 03.75|15.991|14.419|      |10.334| -39.45|4158| 1.37|-1.00| 1.37|-1.001| | 0.291| 0.252| 0.531| 0.437| 0.630
248.147271|-13.023792|6171|  18288|16 32 35.345|-13 01 25.65|17.157|15.874|      |12.425| -29.59|4607| 2.27|-1.11| 1.01|-1.106|<| 0.213| 0.488| 0.498| 0.396| 0.475
248.104675|-12.974600|6171|  19956|16 32 25.122|-12 58 28.56|16.974|15.689|      |12.242| -54.70|4574| 2.18|-0.95| 1.36|-0.945|<| 0.081| 0.480| 0.562| 0.481| 0.450
251.763817| -1.929533|6218| 200003|16 47 03.316|-01 55 46.32|13.886|12.533|      | 9.037| -46.10|4223| 1.06|-1.36| 1.72|-1.357| | 0.106| 0.724| 0.529| 0.366| 0.395
251.840092| -1.949728|6218| 200004|16 47 21.622|-01 56 59.02|13.944|12.589|      | 9.068| -44.58|4239| 1.07|-1.31| 1.79|-1.313| | 0.175| 0.676| 0.527| 0.546| 0.326
251.864304| -2.006800|6218| 200006|16 47 27.433|-02 00 24.48|13.923|12.577|      | 9.096| -37.72|4235| 1.08|-1.34| 1.70|-1.335| | 0.482| 0.182| 0.593| 0.246| 0.349
251.860725| -1.955261|6218| 200014|16 47 26.574|-01 57 18.94|14.152|12.857|      | 9.424| -44.94|4317| 1.22|-1.33| 1.62|-1.331| | 0.369| 0.162| 0.519| 0.121| 0.404
251.766637| -2.025575|6218| 200019|16 47 03.993|-02 01 32.07|14.236|12.995|      | 9.701| -43.70|4357| 1.34|-1.23| 1.53|-1.234| | 0.185| 0.717| 0.521| 0.272| 0.429
251.768658| -1.963450|6218| 200024|16 47 04.478|-01 57 48.42|14.324|13.086|      | 9.824| -44.08|4383| 1.39|-1.35| 1.57|-1.348| | 0.308| 0.124| 0.496| 0.005| 0.266
251.823846| -1.985986|6218| 200025|16 47 17.723|-01 59 09.55|14.307|13.117|      | 9.923| -39.58|4392| 1.44|-1.34| 1.62|-1.341| | 0.574| 0.190| 0.509| 0.236| 0.376
251.786404| -1.985936|6218| 200035|16 47 08.737|-01 59 09.37|14.694|13.567|      |10.536| -38.36|4523| 1.70|-1.38| 1.44|-1.384| | 0.373| 0.118| 0.558| 0.163| 0.326
251.799471| -1.999206|6218| 200038|16 47 11.873|-01 59 57.14|14.727|13.614|      |10.593| -34.87|4537| 1.72|-1.29| 1.56|-1.285| | 0.365| 0.343| 0.455| 0.300| 0.326
251.779658| -1.934097|6218| 200040|16 47 07.118|-01 56 02.75|14.753|13.648|      |10.661| -40.29|4547| 1.76|-1.33| 1.52|-1.331| | 0.319| 0.139| 0.491|-0.111| 0.409
251.720779| -1.942492|6218| 302157|16 46 52.987|-01 56 32.97|14.549|13.422|      |10.267| -39.51|4481| 1.58|-1.37| 1.60|-1.373| | 0.494|-0.047| 0.570| 0.096| 0.242
254.272992| -4.143453|6254|  28853|16 57 05.518|-04 08 36.43|      |12.907|11.399| 9.391|  76.52|4381| 1.29|-1.59| 1.97|-1.593| | 0.319| 0.332| 0.511| 0.906| 0.295
254.301167| -4.092561|6254|  28854|16 57 12.280|-04 05 33.22|      |12.920|11.407| 9.535|  67.31|4425| 1.36|-1.63| 1.66|-1.633| | 0.373|-0.044| 0.535|-0.066| 0.234
254.309042| -4.092475|6254|  28855|16 57 14.170|-04 05 32.91|      |12.924|11.406|10.180|  72.92|4591| 1.63|-1.50| 2.30|-1.499| | 0.596| 0.003| 0.475| 0.031| 0.196
254.303283| -4.054342|6254|  28862|16 57 12.788|-04 03 15.63|      |13.077|11.679| 9.849|  80.97|4511| 1.51|-1.70| 1.11|-1.704| | 0.303| 0.249| 0.445| 0.212| 0.258
254.282654| -4.160269|6254|  28868|16 57 07.837|-04 09 36.97|      |13.146|11.768| 9.944|  76.45|4535| 1.55|-1.59| 1.74|-1.593| | 0.527|-0.207| 0.373|      | 0.299
254.149921| -4.087156|6254|  28869|16 56 35.981|-04 05 13.76|      |13.171|11.764| 9.853|  75.42|4512| 1.50|-1.59| 2.03|-1.585| | 0.165| 0.464| 0.510| 0.748| 0.243
254.191075| -4.023878|6254|  28870|16 56 45.858|-04 01 25.96|      |13.177|11.808| 9.964|  75.87|4540| 1.55|-1.59| 1.62|-1.593| | 0.361| 0.362| 0.520| 0.405| 0.292
254.255092| -4.105144|6254|  28871|16 57 01.222|-04 06 18.52|      |13.203|11.750| 9.787|  69.08|4495| 1.46|-1.47| 1.93|-1.469| | 0.408| 0.325| 0.466| 0.303| 0.321
254.297058| -4.109217|6254|  28873|16 57 11.294|-04 06 33.18|      |13.241|11.781| 9.819|  67.90|4503| 1.47|-1.58| 1.97|-1.582| | 0.529| 0.181| 0.482| 0.001| 0.357
254.357850| -4.104864|6254|  28874|16 57 25.884|-04 06 17.51|      |13.243|11.763| 9.739|  73.66|4482| 1.43|-1.57| 1.71|-1.569| | 0.610| 0.135| 0.521|      | 0.269
254.227779| -4.148739|6254|  28881|16 56 54.667|-04 08 55.46|      |13.375|11.967|10.089|  82.46|4570| 1.59|-1.55| 1.99|-1.549| | 0.565|-0.029| 0.538|      | 0.325
254.239625| -4.113956|6254|  28882|16 56 57.510|-04 06 50.24|      |13.376|11.978|10.070|  76.03|4565| 1.58|-1.57| 1.91|-1.571| | 0.396| 0.113| 0.465| 0.771| 0.236
254.226458| -4.093322|6254|  28888|16 56 54.350|-04 05 35.96|      |13.428|12.035|10.150|  76.25|4584| 1.62|-1.60| 1.58|-1.604| | 0.133| 0.337| 0.486| 0.816| 0.291
254.260462| -4.044814|6254|  28953|16 57 02.511|-04 02 41.33|      |13.917|12.628|10.881|  73.10|4737| 1.94|-1.50| 2.21|-1.501| | 0.448| 0.110| 0.484|      | 0.360
265.022958|-53.663692|6397| 501183|17 40 05.510|-53 39 49.29|12.991|12.078|      | 9.396|  34.43|4863| 1.87|-1.94| 1.78|-1.938|<| 0.188| 0.287| 0.471|      | 0.387
265.022946|-53.663692|6397| 501267|17 40 05.507|-53 39 49.29|12.991|12.078|      | 9.396|  11.00|4798| 1.72|-1.97| 1.88|-1.971| | 0.236| 0.132| 0.497|      | 0.308
265.186458|-53.734944|6397| 600958|17 40 44.750|-53 44 05.80|12.595|11.608|      | 8.808|  30.72|4758| 1.63|-2.03| 1.60|-2.031|<| 0.316|-0.019| 0.432|      | 0.340
265.203512|-53.687767|6397| 601801|17 40 48.843|-53 41 15.96|12.620|11.655|      | 8.809|  29.16|4760| 1.65|-2.00| 1.62|-1.997| | 0.227| 0.280| 0.393|      | 0.344
265.188492|-53.684611|6397| 601858|17 40 45.238|-53 41 04.60|12.805|11.854|      | 8.932|  24.64|4781| 1.74|-2.04| 1.72|-2.037|<| 0.281| 0.206| 0.466|      | 0.291
265.157246|-53.665894|6397| 602171|17 40 37.739|-53 39 57.22|12.382|11.369|      | 8.434|  19.43|4696| 1.50|-1.92| 2.23|-1.923| | 0.247| 0.091| 0.513|      | 0.366
265.146708|-53.661886|6397| 602241|17 40 35.210|-53 39 42.79|12.677|11.729|      | 8.934|  24.55|4779| 1.69|-1.93| 1.88|-1.926| | 0.413|-0.225| 0.488|      | 0.316
265.264458|-53.661028|6397| 602256|17 41 03.470|-53 39 39.70|12.489|11.492|      | 8.586|  19.23|4720| 1.57|-2.04| 2.16|-2.039| | 0.271| 0.211| 0.471|      | 0.274
265.287333|-53.625603|6397| 602887|17 41 08.960|-53 37 32.17|13.225|12.324|      | 9.573|  24.22|4895| 1.99|-1.98| 1.88|-1.977|<| 0.382| 0.195| 0.461|      | 0.377
265.195000|-53.608942|6397| 603128|17 40 46.800|-53 36 32.19|13.458|12.565|      | 9.897|  14.04|4953| 2.11|-2.04| 1.92|-2.041|<| 0.359| 0.373| 0.417|      | 0.433
265.127796|-53.707164|6397| 606067|17 40 30.671|-53 42 25.79|12.971|12.067|      | 9.345|  30.12|4856| 1.87|-1.98| 1.83|-1.976|<| 0.351| 0.086| 0.435|      | 0.280
265.141208|-53.689225|6397| 606852|17 40 33.890|-53 41 21.21|12.953|12.036|      | 9.310|  17.64|4850| 1.85|-1.96| 2.15|-1.959|<| 0.358| 0.144| 0.414|      | 0.361
265.175825|-53.689714|6397| 614251|17 40 42.198|-53 41 22.97|12.189|11.155|      | 8.221|  16.62|4661| 1.40|-2.03| 1.91|-2.029| | 0.109| 0.586| 0.492|      | 0.305
287.721954|-60.034350|6752|   7627|19 10 53.269|-60 02 03.66|13.153|12.060|      | 9.133| -35.15|4373| 1.26|-1.53| 1.42|-1.535| |-0.077| 0.724| 0.525| 0.842| 0.368
287.682129|-60.017764|6752|   9756|19 10 43.711|-60 01 03.95|13.140|12.042|      | 9.120| -26.62|4369| 1.25|-1.59| 1.51|-1.593| | 0.473| 0.036| 0.526| 0.110| 0.366
287.831054|-60.009644|6752|  11189|19 11 19.453|-60 00 34.72|13.247|12.195|      | 9.379| -30.75|4407| 1.36|-1.60| 1.62|-1.603| | 0.385| 0.096| 0.549| 0.185| 0.298
287.763762|-59.990872|6752|  15590|19 11 03.303|-59 59 27.14|13.136|12.031|      | 9.151| -17.86|4366| 1.24|-1.46| 1.37|-1.459| |-0.121| 0.743| 0.453| 0.730| 0.487
287.754608|-59.956286|6752|  23999|19 11 01.106|-59 57 22.63|12.881|11.711|      | 8.692| -22.19|4286| 1.05|-1.56| 1.51|-1.561| | 0.019| 0.553| 0.529| 0.474| 0.340
287.736512|-59.951489|6752|  24880|19 10 56.763|-59 57 05.36|12.945|11.806|      | 8.803| -28.46|4310| 1.11|-1.51| 1.35|-1.504| |-0.028| 0.532| 0.502| 0.517| 0.393
287.846558|-59.888103|6752|  30433|19 11 23.174|-59 53 17.17|13.234|12.168|      | 9.377| -24.25|4400| 1.34|-1.58| 1.30|-1.581|<|-0.546| 0.604| 0.361| 1.167| 0.452
287.686492|-59.871661|6752|  30998|19 10 44.758|-59 52 17.98|13.678|12.696|      |10.107| -29.02|4532| 1.63|-1.56| 1.21|-1.560| | 0.258| 0.174| 0.535| 0.146| 0.415
287.809846|-60.008956|6752|  11345|19 11 14.363|-60 00 32.24|13.006|11.867|      | 8.903| -25.14|4325| 1.16|-1.48| 1.57|-1.484| | 0.167| 0.407| 0.485| 0.424| 0.393
287.722962|-59.986722|6752|  16687|19 10 53.511|-59 59 12.20|12.917|11.812|      | 8.777| -29.01|4312| 1.10|-1.62| 1.69|-1.622| | 0.183| 0.338| 0.488| 0.593| 0.299
287.703492|-59.984628|6752|  17301|19 10 48.838|-59 59 04.66|12.959|11.824|      | 8.822| -30.53|4315| 1.12|-1.61| 1.50|-1.611| | 0.291| 0.050| 0.518| 0.053| 0.357
287.682067|-59.983689|6752|  17557|19 10 43.696|-59 59 01.28|13.181|12.104|      | 9.230| -38.90|4384| 1.30|-1.61| 1.75|-1.606| | 0.406|-0.030| 0.489| 0.092| 0.279
287.725037|-59.991239|6752|  15490|19 10 54.009|-59 59 28.46|13.033|11.917|      | 8.969| -20.89|4338| 1.19|-1.55| 1.66|-1.548| | 0.421| 0.126| 0.501| 0.092| 0.430
287.689025|-59.967014|6752|  21828|19 10 45.366|-59 58 01.25|13.140|12.049|      | 9.156| -18.64|4371| 1.27|-1.51| 1.64|-1.509| | 0.379| 0.303| 0.549| 0.339| 0.402
294.895958|-30.993489|6809|6000005|19 39 35.030|-30 59 36.56|13.899|12.831|      | 9.985| 169.96|4481| 1.40|-1.86| 1.52|-1.857| | 0.026| 0.508| 0.177| 0.999| 0.408
294.960850|-30.928325|6809|7000019|19 39 50.604|-30 55 41.97|13.606|12.475|      | 9.504| 173.81|4382| 1.20|-1.93| 1.58|-1.935| | 0.173| 0.532| 0.419| 0.477| 0.297
295.052683|-31.007933|6809|7000020|19 40 12.644|-31 00 28.56|13.586|12.490|      | 9.667| 181.13|4386| 1.25|-2.07| 1.64|-2.078| | 0.266|-0.084| 0.569| 0.087| 0.359
295.007517|-30.979108|6809|7000021|19 40 01.804|-30 58 44.79|13.628|12.500|      | 9.595| 172.13|4389| 1.24|-1.96| 1.84|-1.962| | 0.035| 0.646| 0.485| 0.912| 0.388
295.018042|-31.062731|6809|7000022|19 40 04.330|-31 03 45.83|13.660|12.531|      | 9.590| 179.31|4398| 1.24|-1.95| 1.58|-1.950| | 0.043| 0.451| 0.483| 0.613| 0.360
294.943546|-30.962819|6809|7000026|19 39 46.451|-30 57 46.15|13.701|12.582|      | 9.682| 182.21|4412| 1.28|-1.85| 2.23|-1.850| | 0.011| 0.528| 0.445| 0.734| 0.406
294.962767|-30.940931|6809|7000028|19 39 51.064|-30 56 27.35|13.733|12.656|      | 9.787| 170.29|4433| 1.32|-1.90| 1.52|-1.897| | 0.116| 0.416| 0.411| 0.672| 0.308
295.075612|-30.907531|6809|7000031|19 40 18.147|-30 54 27.11|13.760|12.697|      | 9.821| 173.19|4444| 1.33|-1.97| 1.48|-1.972| | 0.084| 0.251| 0.544| 0.508| 0.332
295.040804|-30.898522|6809|7000033|19 40 09.793|-30 53 54.68|13.837|12.746|      | 9.927| 175.08|4458| 1.38|-1.92| 1.89|-1.924| | 0.204| 0.406| 0.556| 0.197| 0.505
295.009579|-30.928947|6809|7000034|19 40 02.299|-30 55 44.21|13.828|12.790|      | 9.982| 172.82|4470| 1.41|-1.94| 1.60|-1.937| | 0.262| 0.539| 0.524| 0.488| 0.363
295.030546|-30.957825|6809|7000035|19 40 07.331|-30 57 28.17|13.865|12.804|      | 9.974| 175.35|4474| 1.40|-1.89| 1.77|-1.890| | 0.236| 0.033| 0.533|-0.159| 0.462
295.023742|-30.936864|6809|7000036|19 40 05.698|-30 56 12.71|13.916|12.896|      |10.087| 169.99|4499| 1.45|-1.85| 1.68|-1.856| | 0.316| 0.089| 0.439| 0.249| 0.353
294.968762|-30.917417|6809|7000037|19 39 52.503|-30 55 02.70|13.918|12.897|      |10.049| 171.51|4499| 1.43|-2.00| 1.44|-1.999| | 0.109| 0.704| 0.519| 0.773| 0.331
294.977921|-30.984467|6809|7000040|19 39 54.701|-30 59 04.08|14.002|12.982|      |10.243| 180.77|4522| 1.52|-1.97| 1.37|-1.974| | 0.342| 0.305| 0.468| 0.380| 0.395
298.446750|+18.781692|6838|  17422|19 53 47.220|+18 46 54.09|14.610|13.131|      | 8.359| -21.90|4024| 1.23|-0.78| 1.40|-0.776| | 0.156| 0.193| 0.490| 0.223| 0.514
298.442317|+18.790625|6838|  19368|19 53 46.156|+18 47 26.25|14.634|13.132|      | 9.395| -19.06|4196| 1.39|-0.80| 1.44|-0.804| | 0.344| 0.330| 0.496| 0.375| 0.396
298.406554|+18.791303|6838|  19521|19 53 37.573|+18 47 28.69|14.447|12.762|      | 8.421| -28.06|4033| 1.09|-0.84| 1.40|-0.840| | 0.436| 0.509| 0.533| 0.590| 0.317
298.440687|+18.798647|6838|  20944|19 53 45.765|+18 47 55.13|14.255|12.482|      | 7.974| -24.32|3968| 0.91|-0.77| 1.54|-0.773| | 0.324| 0.494| 0.470| 0.476| 0.385
298.451187|+18.800664|6838|  21316|19 53 48.285|+18 48 02.39|14.080|12.346|      | 8.094| -20.39|3985| 0.87|-0.83| 1.72|-0.831| | 0.356| 0.782| 0.477| 0.723| 0.381
298.421687|+18.673242|6838| 500170|19 53 41.205|+18 40 23.67|14.694|13.240|      | 9.602| -24.89|4235| 1.47|-0.85| 1.50|-0.854| | 0.108| 0.578| 0.486| 0.397| 0.387
298.367758|+18.699572|6838| 502692|19 53 28.262|+18 41 58.46|14.528|12.955|      | 9.032| -25.08|4132| 1.27|-0.85| 1.64|-0.848| | 0.473| 0.333| 0.525| 0.558| 0.330
298.416137|+18.731397|6838| 506152|19 53 39.873|+18 43 53.03|14.485|12.964|      | 9.217| -24.15|4164| 1.30|-0.78| 1.89|-0.782| | 0.308| 0.327| 0.493| 0.334| 0.448
298.406154|+18.749897|6838| 508698|19 53 37.477|+18 44 59.63|14.528|12.950|      | 9.052| -25.48|4135| 1.27|-0.95| 1.65|-0.951| | 0.358| 0.324| 0.500| 0.505| 0.409
298.473017|+18.784267|6838| 513470|19 53 53.524|+18 47 03.36|14.183|12.393|      | 7.827| -25.50|3948| 0.85|-0.81| 1.64|-0.814| | 0.365| 0.462| 0.507| 0.570| 0.358
298.464633|+18.801703|6838| 514747|19 53 51.512|+18 48 06.13|14.081|12.339|      | 7.968| -24.85|3967| 0.85|-0.94| 1.61|-0.942| | 0.469| 0.440| 0.543| 0.645| 0.320
322.471312|+12.208644|7078|   2792|21 29 53.115|+12 12 31.12|14.887|13.778|      |11.029|-101.80|4567| 1.26|-2.31| 1.50|-2.306| | 0.323| 0.204| 0.635| 0.303| 0.344
322.478821|+12.222922|7078|   4099|21 29 54.917|+12 13 22.52|14.207|12.821|      | 9.695|-110.85|4324| 0.69|-2.23| 2.16|-2.225| | 0.540|-0.072| 0.494| 0.346| 0.430
322.431642|+12.263114|7078|   9753|21 29 43.594|+12 15 47.21|15.296|14.290|      |11.653|-107.43|4697| 1.52|-2.34| 2.23|-2.335|<| 0.278| 0.041| 0.429| 0.535|
322.301483|+12.180567|7078|  14574|21 29 12.356|+12 10 50.04|14.746|13.583|      |10.656|-112.19|4518| 1.09|-2.30| 1.97|-2.303|<|-0.092| 0.703| 0.089| 1.016| 0.553
322.445525|+12.140717|7078|  18815|21 29 46.926|+12 08 26.58|15.775|14.823|      |12.360|-109.99|4832| 1.83|-2.35| 2.08|-2.351| | 0.660| 0.003| 0.457| 0.427| 0.388
322.432404|+12.142606|7078|  18913|21 29 43.777|+12 08 33.38|15.444|14.441|      |11.854|-101.87|4735| 1.61|-2.41| 1.72|-2.407|<| 0.451|-0.032| 0.434| 0.763|
322.441925|+12.192089|7078|  21948|21 29 46.062|+12 11 31.52|15.433|14.484|      |11.955|-109.86|4746| 1.66|-2.35| 1.19|-2.355|<| 0.407| 0.066| 0.526| 0.393|
322.511537|+12.115475|7078|  25247|21 30 02.769|+12 06 55.71|15.055|13.997|      |11.247|-104.46|4623| 1.34|-2.28| 1.62|-2.286|<| 0.099| 0.610|-0.003| 0.916| 0.598
322.492796|+12.135903|7078|  28510|21 29 58.271|+12 08 09.25|15.478|14.514|      |11.926| -99.67|4754| 1.64|-2.38| 1.35|-2.383|<| 0.225| 0.070| 0.625| 0.397| 0.299
322.489229|+12.139306|7078|  29264|21 29 57.415|+12 08 21.50|15.671|14.734|      |12.232|-102.77|4810| 1.77|-2.21| 2.12|-2.209|<| 0.402| 0.012| 0.490| 0.531| 0.279
322.565217|+12.139725|7078|  29401|21 30 15.652|+12 08 23.01|15.126|14.089|      |11.408|-105.21|4646| 1.41|-2.34| 1.79|-2.337| | 0.351| 0.344| 0.561| 0.698| 0.458
322.537262|+12.146947|7078|  31313|21 30 08.943|+12 08 49.01|15.666|14.716|      |12.184|-114.85|4805| 1.75|-2.30| 1.10|-2.300|<| 0.272| 0.458| 0.577| 0.879| 0.468
322.530762|+12.175842|7078|  39787|21 30 07.383|+12 10 33.03|15.059|14.024|      |11.264|-114.48|4630| 1.35|-2.36| 1.65|-2.362| | 0.482| 0.132| 0.486| 0.165| 0.477
325.101379|-23.160900|7099|    954|21 40 24.331|-23 09 39.24|14.354|13.348|      |10.773|-194.09|4550| 1.37|-2.36| 2.21|-2.357| | 0.378| 0.107| 0.551| 0.548| 0.298
325.025300|-23.119186|7099|   3399|21 40 06.072|-23 07 09.07|15.684|14.843|      |12.645|-188.11|4897| 2.17|-2.31| 2.08|-2.307|<| 0.634| 0.352| 0.501| 1.076| 0.375
325.082550|-23.230836|7099|   7414|21 40 19.812|-23 13 51.01|14.299|13.301|      |10.707|-185.62|4539| 1.35|-2.44| 1.87|-2.441|<| 0.457| 0.446| 0.567| 0.786| 0.392
325.099733|-23.160014|7099|   9817|21 40 23.936|-23 09 36.05|15.526|14.720|      |12.503|-186.29|4497| 1.26|-2.39| 1.21|-2.387| | 0.255| 0.665| 0.479| 0.973| 0.454
325.160675|-23.183033|7099|   9956|21 40 38.562|-23 10 58.92|14.556|13.566|      |10.979|-186.86|4600| 1.46|-2.31| 2.07|-2.313| | 0.628| 0.346| 0.517| 0.794| 0.343
325.090758|-23.184386|7099|  10200|21 40 21.782|-23 11 03.79|14.130|13.119|      |10.489|-194.35|4571| 1.36|-2.30| 2.05|-2.299|<| 0.100| 0.811| 0.444| 1.168| 0.298
325.129454|-23.175975|7099|  10653|21 40 31.069|-23 10 33.51|14.845|13.920|      |11.458|-185.18|4683| 1.66|-2.30| 1.88|-2.295| | 0.650| 0.141| 0.521| 0.847| 0.381
325.097229|-23.180417|7099|  10831|21 40 23.335|-23 10 49.50|14.425|13.437|      |10.757|-196.42|4537| 1.26|-2.35| 2.12|-2.346| | 0.506| 0.099| 0.479| 0.462| 0.327
325.090792|-23.169217|7099|  11294|21 40 21.790|-23 10 09.18|13.560|12.092|      | 8.837|-181.42|4258| 0.41|-2.31| 2.67|-2.311| | 0.276| 0.075| 0.509| 0.105| 0.214
325.089233|-23.174136|7099|   1006|21 40 21.416|-23 10 26.89|14.313|13.291|      |10.541|-182.16|4868| 2.11|-2.39| 2.13|-2.388|<| 0.710| 0.461| 0.512| 0.969|
