#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2013-07-21T07:31:42 [V1.97 (28-Nov-2012)]
#   In case of problem, please report to:	question@simbad.u-strasbg.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.97 (28-Nov-2012)	
#INFO	-ref=VIZ51eb8df12195	
#INFO	-out.max=9999	
#INFO	queryParameters=19	
#-oc.form=dec
#-out.max=9999
#-nav=cat:J/A+A/505/117&tab:{J/A+A/505/117/stars}&key:source=J/A+A/505/117&HTTPPRM:&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=J/A+A/505/117/stars
#-order=I
#-out=NGC
#-out=[FeI/H]
#-out=e_[FeI/H]
#-out=[O/Fe]
#-out=e_[O/Fe]
#-out=l_[Na/Fe]
#-out=[Na/Fe]
#-out=e_[Na/Fe]
#-out=RAJ2000
#-out=DEJ2000
#

#RESOURCE=yCat_35050117
#Name: J/A+A/505/117
#Title: Abundances of red giants in 15 globular clusters (Carretta+, 2009)
#Table	J_A_A_505_117_stars:
#Name: J/A+A/505/117/stars
#Title: ID, positions, magnitudes, RVs, atmospheric parameters and abundances for stars in 15 GCs {\em(tables 2, 3 and 6 of paper)}
#Column	NGC	(I4)	NGC number	[ucd=meta.id.parent]
#Column	[FeI/H]	(F6.3)	? [FeI/H] abundance	[ucd=phys.abund]
#Column	e_[FeI/H]	(F6.3)	? rms uncertainty on [FeI/H]	[ucd=stat.error;phys.abund]
#Column	[O/Fe]	(F6.3)	? [O/Fe] abundance	[ucd=phys.abund]
#Column	e_[O/Fe]	(F6.3)	? rms uncertainty on [Na/Fe]	[ucd=stat.error;phys.abund]
#Column	l_[Na/Fe]	(A1)	Limit flag on [Na/Fe]	[ucd=meta.code.error;phys.abund]
#Column	[Na/Fe]	(F6.3)	? [Na/Fe] abundance	[ucd=phys.abund]
#Column	e_[Na/Fe]	(F6.3)	? rms uncertainty on [Na/Fe]	[ucd=stat.error;phys.abund]
#Column	RAJ2000	(A12)	Right ascension (J2000.0)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(A12)	Declination (J2000.0)	[ucd=pos.eq.dec;meta.main]
#NGC|[FeI/H]|e_[FeI/H]|[O/Fe]|e_[O/Fe]|l_[Na/Fe]|[Na/Fe]|e_[Na/Fe]|RAJ2000|DEJ2000
# |[Sun]|[Sun]|[Sun]|[Sun]| |[Sun]|[Sun]|"h:m:s"|"d:m:s"
#----|------|------|------|------|-|------|------|------------|------------
 288|-1.294| 0.092| 0.414| 9.999| | 0.119| 9.999|00 52 36.038|-26 33 50.37
 288|-1.212| 0.112| 0.470| 9.999| | 0.170| 0.148|00 52 41.931|-26 37 52.09
 288|-1.250| 0.117|      | 9.999| | 0.103| 0.035|00 52 44.779|-26 32 57.56
 288|-1.158| 0.188|      | 9.999| | 0.191| 0.084|00 52 40.545|-26 33 18.82
 288|-1.163| 0.060|      | 9.999| |-0.016| 0.050|00 53 02.355|-26 35 25.76
 288|-1.190| 0.164|      | 9.999| |-0.017| 0.047|00 53 06.114|-26 35 13.23
 288|-1.196| 0.180| 0.197| 9.999| | 0.288| 0.065|00 52 31.717|-26 31 56.49
 288|-1.197| 0.141|      | 9.999| | 0.537| 0.077|00 52 42.254|-26 33 46.37
 288|-1.240| 0.080|      | 9.999| | 0.017| 0.088|00 52 47.488|-26 36 01.48
 288|-1.145| 0.085|      | 9.999| | 0.326| 0.058|00 52 35.962|-26 31 43.13
 288|-1.235| 0.091| 0.424| 9.999| | 0.164| 9.999|00 52 34.240|-26 37 30.51
 288|-1.195| 0.162|      | 9.999| | 0.102| 0.153|00 52 37.178|-26 36 25.89
 288|-1.215| 0.132|      | 9.999| |      | 9.999|00 52 38.840|-26 34 45.30
 288|-1.188| 0.169|      | 9.999| |-0.002| 0.043|00 52 41.448|-26 34 40.69
 288|-1.249| 0.156|      | 9.999| |-0.114| 0.087|00 53 00.651|-26 30 21.99
 288|-1.301| 0.051| 0.644| 9.999|<| 0.100| 9.999|00 52 46.429|-26 32 52.87
 288|-1.172| 0.090|      | 9.999| |-0.042| 0.041|00 53 04.715|-26 35 05.27
 288|-1.234| 0.165|      | 9.999| | 0.012| 0.174|00 52 46.212|-26 36 29.05
 288|-1.166| 0.106|      | 9.999| | 0.386| 0.040|00 52 41.100|-26 34 09.80
 288|-1.190| 0.068|      | 9.999| | 0.325| 0.019|00 52 42.960|-26 35 19.89
 288|-1.195| 0.136| 0.404| 9.999|<|-0.187| 0.143|00 52 43.524|-26 31 43.05
 288|-1.195| 0.087|      | 9.999| | 0.017| 0.056|00 52 39.570|-26 37 33.16
 288|-1.231| 0.196|-0.655| 9.999|<| 0.674| 0.112|00 52 15.474|-26 41 03.85
 288|-1.192| 0.105|-0.229| 9.999| | 0.720| 0.036|00 52 16.352|-26 33 42.48
 288|-1.236| 0.114|-0.045| 9.999|<| 0.541| 0.028|00 52 25.478|-26 39 47.44
 288|-1.158| 0.116| 0.355| 9.999| |-0.135| 0.058|00 52 12.388|-26 35 22.29
 288|-1.242| 0.125| 0.008| 9.999| | 0.060| 0.157|00 52 23.319|-26 35 00.69
 288|-1.227| 0.137| 0.246| 9.999|<| 0.291| 0.062|00 52 18.455|-26 31 57.83
 288|-1.224| 0.135| 0.155| 9.999| |-0.084| 0.048|00 52 21.304|-26 46 15.42
1904|-1.481| 0.102| 0.211| 0.006| | 0.519| 0.080|05 24 09.010|-24 31 15.50
1904|-1.528| 0.118| 0.364| 0.011| | 0.271| 0.086|05 24 09.610|-24 30 26.50
1904|-1.562| 0.083| 0.240| 0.016| | 0.328| 0.076|05 24 09.570|-24 29 51.40
1904|-1.522| 0.136| 0.201| 0.066| | 0.288| 0.075|05 24 11.100|-24 30 18.40
1904|-1.530| 0.153|      | 9.999| | 0.227| 0.006|05 24 09.390|-24 33 30.10
1904|-1.607| 0.098| 0.125| 0.149| | 0.486| 0.105|05 24 18.040|-24 30 14.80
1904|-1.545| 0.108|-0.372| 9.999|<| 0.682| 0.079|05 24 14.120|-24 31 07.90
1904|-1.546| 0.134| 0.015| 0.145| | 0.475| 0.092|05 24 23.710|-24 30 18.90
1904|-1.541| 0.079|-0.191| 0.031| | 0.758| 0.092|05 24 09.990|-24 32 24.40
1904|-1.487| 0.076|      | 9.999| | 0.438| 0.085|05 24 09.590|-24 31 48.40
1904|-1.586| 0.042|      | 9.999| | 0.744| 0.137|05 24 08.030|-24 31 06.70
1904|-1.563| 0.104|-0.387| 0.043| | 0.599| 0.016|05 24 09.840|-24 31 53.40
1904|-1.515| 0.069|      | 9.999| |-0.025| 0.129|05 24 15.810|-24 29 52.60
1904|-1.497| 0.116| 0.210| 0.099| | 0.037| 0.079|05 24 04.940|-24 31 26.60
1904|-1.560| 0.099|-0.134| 9.999|<| 0.673| 0.043|05 24 07.590|-24 29 04.90
1904|-1.505| 0.074|-0.139| 0.007|<| 0.649| 0.059|05 24 19.550|-24 33 01.30
1904|-1.590| 0.079| 0.152| 9.999| | 0.079| 0.077|05 24 19.420|-24 27 34.00
1904|-1.596| 0.095| 0.356| 0.051| | 0.035| 0.118|05 24 05.030|-24 29 44.40
1904|-1.594| 0.103|-0.277| 0.063| | 0.507| 0.116|05 24 12.740|-24 30 40.60
1904|-1.534| 0.179|-0.249| 9.999|<| 0.414| 0.158|05 24 05.970|-24 31 31.40
1904|-1.532| 0.131| 0.285| 0.016|<| 0.290| 0.183|05 24 14.790|-24 30 50.00
1904|-1.545| 0.138| 0.015| 0.100| | 0.348| 0.189|05 24 12.100|-24 32 04.00
1904|-1.489| 0.174|-0.021| 9.999|<| 0.279| 0.181|05 24 19.540|-24 31 07.50
1904|-1.502| 0.124| 0.095| 9.999| | 0.000| 0.110|05 24 14.350|-24 31 32.00
1904|-1.600| 0.103|      | 9.999| | 0.271| 0.092|05 24 10.500|-24 31 58.60
1904|-1.592| 0.130| 0.099| 9.999|<| 0.123| 0.167|05 23 58.930|-24 30 02.10
1904|-1.549| 0.178| 0.201| 0.058| | 0.069| 0.019|05 24 01.750|-24 32 59.60
1904|-1.562| 0.139| 0.077| 9.999| |-0.036| 0.018|05 24 07.510|-24 31 20.60
1904|-1.599| 0.163|-0.088| 9.999| | 0.717| 0.055|05 24 14.200|-24 29 42.80
1904|-1.574| 0.170|-0.255| 9.999|<| 0.549| 0.090|05 24 17.180|-24 31 24.70
1904|-1.505| 0.101| 0.349| 9.999| |-0.035| 0.224|05 24 11.920|-24 32 37.70
1904|-1.535| 0.135| 0.140| 0.088|<| 0.448| 0.110|05 24 14.000|-24 32 01.50
1904|-1.538| 0.169|-0.088| 9.999| | 0.465| 0.139|05 24 17.450|-24 31 42.60
1904|-1.541| 0.126| 0.309| 9.999| |-0.055| 0.070|05 24 20.350|-24 30 50.80
1904|-1.592| 0.133| 0.204| 9.999|<| 0.216| 0.090|05 24 02.660|-24 31 44.70
1904|-1.542| 0.164| 0.135| 9.999| |-0.056| 0.036|05 24 19.970|-24 31 22.50
1904|-1.533| 0.081| 0.167| 9.999|<|-0.186| 0.107|05 24 11.610|-24 36 29.70
1904|-1.563| 0.153| 0.128| 9.999|<|-0.001| 0.103|05 24 19.610|-24 30 43.10
1904|-1.494| 0.163|      | 9.999| | 0.520| 0.222|05 24 22.610|-24 25 00.50
1904|-1.546| 0.151| 0.298| 0.062|<| 0.078| 0.113|05 23 57.220|-24 27 07.50
1904|-1.582| 0.097| 0.170| 9.999| |-0.074| 0.067|05 24 04.190|-24 31 00.30
1904|-1.527| 0.177| 0.096| 9.999|<| 0.307| 0.153|05 24 25.120|-24 28 56.10
1904|-1.505| 0.119| 0.256| 0.011| | 0.290| 0.105|05 24 09.110|-24 30 58.70
1904|-1.578| 0.195| 0.134| 9.999| |-0.044| 0.093|05 24 12.020|-24 33 37.50
1904|-1.544| 0.220|      | 9.999| | 0.309| 0.051|05 24 18.130|-24 29 39.40
1904|-1.573| 0.057|      | 9.999| | 0.425| 0.123|05 24 12.850|-24 32 57.70
1904|-1.578| 0.141|-0.084| 9.999|<|      | 9.999|05 24 07.380|-24 33 38.40
1904|-1.571| 0.109| 0.333| 9.999|<|      | 9.999|05 24 14.300|-24 30 25.90
1904|-1.490| 0.148| 0.114| 9.999|<|      | 9.999|05 24 04.870|-24 32 11.40
1904|-1.521| 0.115| 0.130| 0.078|<|      | 9.999|05 24 16.940|-24 28 39.50
1904|-1.485| 0.146| 0.075| 9.999|<|      | 9.999|05 24 01.420|-24 28 46.00
1904|-1.574| 0.178| 0.268| 9.999| |      | 9.999|05 24 24.070|-24 28 22.60
1904|-1.505| 0.120| 0.086| 9.999|<|      | 9.999|05 24 15.750|-24 33 41.30
1904|-1.524| 0.164| 0.047| 9.999|<|      | 9.999|05 24 16.280|-24 34 16.30
1904|-1.496| 0.130| 0.067| 9.999|<|      | 9.999|05 24 04.540|-24 27 31.00
1904|-1.538| 0.158| 0.175| 9.999|<|      | 9.999|05 24 20.350|-24 33 14.90
1904|-1.535| 0.114| 0.019| 9.999| | 0.437| 0.123|05 23 54.540|-24 32 08.20
1904|-1.623| 0.092|      | 9.999| | 0.399| 0.202|05 24 15.300|-24 31 33.90
3201|-1.480| 0.133| 0.458| 9.999| | 0.284| 0.146|10 17 31.151|-46 31 31.94
3201|-1.482| 0.112|      | 9.999| |-0.038| 0.066|10 17 36.188|-46 30 58.78
3201|-1.400| 0.116|      | 9.999| | 0.373| 0.118|10 17 38.910|-46 30 54.55
3201|-1.422| 0.168| 0.607| 9.999|<|-0.082| 0.117|10 17 07.507|-46 30 27.84
3201|-1.447| 0.158|      | 9.999| | 0.216| 0.142|10 17 03.146|-46 30 18.55
3201|-1.358| 0.026|      | 9.999| | 0.376| 0.062|10 17 25.964|-46 30 04.92
3201|-1.487| 0.185| 0.649| 9.999| |-0.187| 9.999|10 17 17.995|-46 30 00.21
3201|-1.552| 0.170|      | 9.999| |-0.232| 0.027|10 17 15.201|-46 29 43.30
3201|-1.477| 0.173| 0.271| 9.999| |-0.221| 0.169|10 17 27.619|-46 29 43.08
3201|-1.485| 0.126| 0.248| 9.999|<| 0.279| 0.061|10 17 42.979|-46 29 23.59
3201|-1.538| 0.171|      | 9.999| | 0.427| 0.111|10 18 07.945|-46 28 26.05
3201|-1.487| 0.118| 0.580| 0.027|<|-0.337| 0.098|10 17 42.450|-46 28 19.91
3201|-1.552| 0.141| 0.395| 9.999| | 0.312| 0.075|10 17 45.293|-46 28 08.28
3201|-1.563| 0.108|-0.039| 9.999|<| 0.153| 0.116|10 18 08.543|-46 27 40.30
3201|-1.493| 0.096|      | 9.999| | 0.015| 0.104|10 17 14.902|-46 27 38.65
3201|-1.522| 0.107| 0.460| 9.999| |      | 9.999|10 17 13.405|-46 27 31.74
3201|-1.490| 0.122| 0.152| 9.999|<|-0.214| 0.166|10 18 11.670|-46 27 27.10
3201|-1.395| 0.134| 0.174| 9.999|<|-0.154| 0.170|10 17 29.287|-46 27 23.87
3201|-1.487| 0.120|      | 9.999| | 0.223| 0.021|10 18 23.045|-46 27 22.61
3201|-1.467| 0.136| 0.049| 9.999|<| 0.498| 0.187|10 17 56.180|-46 27 21.76
3201|-1.520| 0.134|-0.011| 9.999| | 0.335| 9.999|10 17 48.623|-46 27 11.29
3201|-1.522| 0.165| 0.082| 9.999|<|-0.015| 9.999|10 17 44.249|-46 27 02.19
3201|-1.455| 0.162|      | 9.999| |-0.067| 0.141|10 17 39.398|-46 26 58.38
3201|-1.554| 0.140| 0.138| 0.084|<| 0.068| 0.044|10 17 54.295|-46 26 54.54
3201|-1.438| 0.136| 0.247| 0.124| |-0.262| 9.999|10 17 41.266|-46 26 48.62
3201|-1.430| 0.169| 0.136| 9.999| | 0.238| 0.088|10 17 32.593|-46 26 45.47
3201|-1.529| 0.132| 0.465| 0.139| | 0.143| 0.060|10 17 22.225|-46 26 38.02
3201|-1.522| 0.120| 0.029| 0.084| | 0.288| 0.086|10 17 30.018|-46 26 36.72
3201|-1.477| 0.101|      | 9.999| |-0.217| 0.097|10 17 49.588|-46 26 26.18
3201|-1.519| 0.176| 0.004| 9.999| |-0.077| 0.285|10 17 16.684|-46 26 24.67
3201|-1.454| 0.105|      | 9.999| |-0.137| 0.154|10 17 58.150|-46 26 21.63
3201|-1.458| 0.186|      | 9.999| |-0.312| 9.999|10 18 11.547|-46 26 21.36
3201|-1.588| 0.133|      | 9.999| |-0.226| 0.200|10 17 38.962|-46 26 20.08
3201|-1.471| 0.173| 0.041| 9.999| | 0.098| 0.017|10 17 43.054|-46 26 19.96
3201|-1.541| 0.138|-0.718| 9.999|<| 0.711| 0.184|10 17 46.618|-46 26 15.96
3201|-1.545| 0.118|-0.637| 9.999|<| 0.498| 0.040|10 17 37.654|-46 26 12.84
3201|-1.420| 0.133| 0.285| 9.999| |-0.318| 0.066|10 17 29.030|-46 26 08.50
3201|-1.524| 0.109| 0.477| 9.999|<|      | 9.999|10 17 23.849|-46 26 07.58
3201|-1.468| 0.127| 0.500| 9.999| |-0.085| 9.999|10 17 54.243|-46 26 07.41
3201|-1.443| 0.108|      | 9.999| | 0.412| 0.022|10 17 26.959|-46 25 52.49
3201|-1.430| 0.145| 0.373| 0.173| | 0.001| 0.065|10 17 36.377|-46 25 49.32
3201|-1.535| 0.157|-0.303| 9.999|<| 0.363| 0.051|10 18 05.333|-46 25 48.41
3201|-1.571| 0.078|      | 9.999| | 0.053| 0.057|10 17 54.449|-46 25 48.45
3201|-1.505| 0.133|-0.363| 9.999|<| 0.628| 0.069|10 17 16.852|-46 25 45.34
3201|-1.551| 0.128|-0.032| 9.999|<| 0.309| 0.034|10 17 32.696|-46 25 45.09
3201|-1.543| 0.171|-0.022| 9.999| | 0.432| 0.050|10 17 42.210|-46 25 44.53
3201|-1.509| 0.126| 0.063| 9.999|<|      | 9.999|10 18 10.719|-46 25 40.32
3201|-1.457| 0.105|      | 9.999| |-0.103| 0.063|10 17 41.145|-46 25 33.76
3201|-1.562| 0.141|      | 9.999| |-0.246| 0.094|10 17 45.403|-46 25 31.74
3201|-1.555| 0.114| 0.142| 9.999| |      | 9.999|10 17 26.942|-46 25 30.92
3201|-1.541| 0.139| 0.049| 0.247|<| 0.249| 0.082|10 17 30.396|-46 25 27.96
3201|-1.471| 0.158| 0.202| 9.999|<|-0.044| 9.999|10 17 46.735|-46 25 24.48
3201|-1.446| 0.085|      | 9.999| | 0.171| 0.029|10 16 58.354|-46 25 21.44
3201|-1.432| 0.143| 0.385| 0.005| |-0.196| 0.072|10 17 35.862|-46 25 20.98
3201|-1.567| 0.098|      | 9.999| |-0.297| 0.199|10 17 39.130|-46 25 19.53
3201|-1.496| 0.222|      | 9.999| |-0.247| 0.047|10 17 25.998|-46 25 18.17
3201|-1.484| 0.159| 0.098| 0.018| | 0.091| 0.063|10 17 48.980|-46 25 16.57
3201|-1.568| 0.112| 0.286| 0.091| |-0.063| 0.060|10 17 32.089|-46 25 09.92
3201|-1.431| 0.173| 0.196| 0.079| | 0.006| 0.018|10 17 49.066|-46 24 58.58
3201|-1.525| 0.148| 0.300| 9.999|<| 0.142| 0.065|10 17 32.968|-46 24 57.20
3201|-1.485| 0.012|      | 9.999| |-0.056| 0.113|10 17 08.245|-46 24 53.33
3201|-1.512| 0.145| 0.213| 9.999|<| 0.330| 9.999|10 17 39.281|-46 24 54.51
3201|-1.515| 0.150|      | 9.999| | 0.319| 0.032|10 17 39.741|-46 24 53.84
3201|-1.512| 0.201|-0.246| 9.999| | 0.635| 0.111|10 17 31.477|-46 24 50.87
3201|-1.507| 0.178| 0.196| 0.035| | 0.163| 0.026|10 17 26.431|-46 24 50.51
3201|-1.570| 0.107| 0.483| 9.999|<|      | 9.999|10 18 06.469|-46 24 50.67
3201|-1.509| 0.170|-0.002| 9.999| | 0.058| 0.087|10 17 51.315|-46 24 50.16
3201|-1.529| 0.228| 0.308| 9.999| |-0.111| 9.999|10 17 14.030|-46 24 45.31
3201|-1.405| 0.106|      | 9.999| |-0.129| 0.065|10 17 40.754|-46 24 44.82
3201|-1.449| 0.100|      | 9.999| | 0.346| 0.052|10 18 11.557|-46 24 43.73
3201|-1.581| 0.112| 0.075| 9.999| | 0.416| 0.019|10 17 43.302|-46 24 38.86
3201|-1.515| 0.157|      | 9.999| | 0.273| 0.022|10 17 50.463|-46 24 36.95
3201|-1.479| 0.127| 0.242| 9.999| |-0.076| 0.032|10 17 31.491|-46 24 34.64
3201|-1.434| 0.117|-0.015| 0.153|<|-0.054| 9.999|10 17 07.411|-46 24 32.72
3201|-1.495| 0.142| 0.528| 0.079|<|-0.269| 0.059|10 17 19.303|-46 24 32.68
3201|-1.470| 0.137| 0.338| 9.999|<|-0.230| 0.016|10 18 30.357|-46 24 31.55
3201|-1.495| 0.153|      | 9.999| | 0.073| 9.999|10 17 42.457|-46 24 28.31
3201|-1.547| 0.116|-0.351| 9.999|<| 0.930| 9.999|10 17 41.537|-46 24 27.75
3201|-1.506| 0.170| 0.335| 0.098| | 0.264| 0.131|10 17 45.289|-46 24 27.29
3201|-1.523| 0.222|-0.086| 9.999|<| 0.057| 0.089|10 17 32.092|-46 24 24.46
3201|-1.439| 0.178| 0.390| 0.082| | 0.164| 0.058|10 16 54.440|-46 24 20.77
3201|-1.509| 0.172|-0.343| 9.999| | 0.489| 0.018|10 17 34.107|-46 24 14.88
3201|-1.464| 0.140|      | 9.999| |-0.255| 0.007|10 18 18.568|-46 24 17.13
3201|-1.490| 0.130| 0.061| 9.999|<| 0.401| 0.090|10 17 31.151|-46 24 05.99
3201|-1.454| 0.147|-0.345| 9.999| | 0.611| 0.016|10 17 36.037|-46 24 02.70
3201|-1.573| 0.133|      | 9.999| |-0.116| 0.041|10 17 38.904|-46 24 02.28
3201|-1.562| 0.085| 0.238| 9.999| |-0.122| 9.999|10 17 37.438|-46 24 00.82
3201|-1.561| 0.141| 0.429| 0.093| | 0.187| 9.999|10 17 50.566|-46 23 55.45
3201|-1.494| 0.134|-0.376| 9.999|<| 0.378| 0.051|10 17 04.547|-46 23 43.37
3201|-1.440| 0.103| 0.079| 0.141| | 0.387| 0.057|10 17 41.001|-46 23 43.72
3201|-1.441| 0.169| 0.399| 9.999|<|      | 9.999|10 17 24.017|-46 23 42.06
3201|-1.454| 0.207|-0.239| 9.999| | 0.337| 9.999|10 17 43.576|-46 23 42.50
3201|-1.461| 0.188|-0.784| 9.999|<| 0.518| 0.093|10 17 38.454|-46 23 40.79
3201|-1.397| 0.074| 0.191| 9.999| | 0.016| 0.169|10 17 33.919|-46 23 38.99
3201|-1.471| 0.097|      | 9.999| |-0.046| 0.055|10 17 48.554|-46 23 39.02
3201|-1.515| 0.102|      | 9.999| | 0.104| 0.003|10 17 42.608|-46 23 32.69
3201|-1.507| 0.130|      | 9.999| | 0.440| 0.082|10 17 45.825|-46 23 27.35
3201|-1.511| 0.114|      | 9.999| | 0.135| 0.016|10 17 38.632|-46 23 25.62
3201|-1.474| 0.209| 0.076| 9.999| | 0.016| 0.079|10 17 23.190|-46 23 22.05
3201|-1.511| 0.190| 0.415| 9.999|<|      | 9.999|10 17 04.427|-46 23 20.61
3201|-1.435| 0.155|      | 9.999| | 0.253| 0.129|10 17 01.941|-46 23 17.23
3201|-1.448| 0.130|      | 9.999| | 0.315| 0.001|10 17 31.313|-46 23 16.91
3201|-1.445| 0.097| 0.563| 9.999|<|-0.094| 0.050|10 18 10.465|-46 23 08.85
3201|-1.468| 0.146| 0.287| 9.999|<|-0.285| 0.155|10 17 46.275|-46 23 05.94
3201|-1.523| 0.137| 0.233| 9.999|<| 0.140| 9.999|10 17 34.993|-46 22 57.95
3201|-1.514| 0.223| 0.183| 9.999| |-0.035| 0.102|10 17 11.194|-46 22 56.24
3201|-1.429| 0.158|-0.079| 9.999|<| 0.222| 9.999|10 17 56.327|-46 22 57.77
3201|-1.572| 0.164| 0.104| 9.999| | 0.328| 0.038|10 17 27.540|-46 22 55.57
3201|-1.540| 0.170|      | 9.999| |-0.114| 0.001|10 17 36.686|-46 22 49.16
3201|-1.502| 0.113|-0.075| 9.999| | 0.474| 0.018|10 17 42.931|-46 22 48.28
3201|-1.525| 0.111|      | 9.999| | 0.359| 0.055|10 17 35.855|-46 22 37.69
3201|-1.516| 0.167|      | 9.999| |-0.032| 0.017|10 17 54.954|-46 22 35.93
3201|-1.539| 0.136| 0.023| 9.999|<| 0.264| 0.060|10 17 26.832|-46 22 30.69
3201|-1.499| 0.163|      | 9.999| | 0.572| 0.023|10 17 20.728|-46 22 29.34
3201|-1.519| 0.107|-0.123| 9.999|<| 0.415| 0.081|10 17 30.499|-46 22 20.06
3201|-1.509| 0.145| 0.454| 9.999| |      | 9.999|10 18 20.521|-46 22 18.95
3201|-1.514| 0.175| 0.204| 9.999|<| 0.381| 9.999|10 17 53.340|-46 22 15.28
3201|-1.439| 0.121| 0.178| 0.011| | 0.411| 9.999|10 16 51.377|-46 22 04.47
3201|-1.579| 0.178| 0.017| 9.999|<| 0.032| 9.999|10 17 56.042|-46 21 56.20
3201|-1.595| 0.117| 0.384| 0.062| | 0.017| 0.111|10 17 41.616|-46 21 55.61
3201|-1.486| 0.124|      | 9.999| | 0.385| 0.011|10 17 47.813|-46 21 53.18
3201|-1.464| 0.135|-0.776| 9.999| | 0.546| 0.134|10 18 15.800|-46 21 51.29
3201|-1.497| 0.145| 0.237| 9.999| | 0.217| 0.047|10 17 32.593|-46 21 50.27
3201|-1.522| 0.161| 0.101| 9.999| | 0.184| 0.065|10 17 36.875|-46 21 49.23
3201|-1.517| 0.098| 0.400| 9.999| |-0.261| 9.999|10 17 44.956|-46 21 47.39
3201|-1.477| 0.132| 0.168| 0.084| |-0.166| 0.189|10 17 29.527|-46 21 45.46
3201|-1.466| 0.131|      | 9.999| | 0.335| 0.015|10 17 34.852|-46 21 44.61
3201|-1.526| 0.126| 0.285| 9.999| | 0.245| 9.999|10 17 25.775|-46 21 36.66
3201|-1.462| 0.082|      | 9.999| |-0.006| 0.214|10 17 16.794|-46 21 34.08
3201|-1.613| 0.132| 0.092| 9.999|<| 0.225| 9.999|10 17 54.240|-46 21 10.29
3201|-1.435| 0.114|      | 9.999| | 0.386| 0.157|10 17 51.785|-46 21 02.40
3201|-1.471| 0.146| 0.409| 9.999|<|      | 9.999|10 18 20.806|-46 20 52.39
3201|-1.503| 0.107|      | 9.999| |-0.024| 0.023|10 17 37.911|-46 20 28.08
3201|-1.508| 0.177| 0.191| 9.999|<|-0.224| 0.102|10 17 41.564|-46 20 24.03
3201|-1.406| 0.185| 0.155| 0.062| | 0.051| 0.026|10 17 37.307|-46 20 15.50
3201|-1.544| 0.189|-0.584| 9.999|<| 0.612| 0.141|10 17 20.635|-46 20 07.86
3201|-1.440| 0.198| 0.310| 9.999| |-0.211| 0.114|10 18 18.760|-46 20 03.65
3201|-1.554| 0.147| 0.038| 9.999| | 0.356| 0.050|10 17 35.800|-46 20 02.26
3201|-1.432| 0.174| 0.120| 9.999| | 0.181| 0.175|10 17 22.366|-46 19 56.40
3201|-1.472| 0.118|-0.124| 9.999| | 0.206| 0.049|10 17 47.421|-46 19 46.43
3201|-1.459| 0.177| 0.335| 9.999|<| 0.382| 0.076|10 17 30.149|-46 19 44.34
3201|-1.430| 0.184| 0.074| 9.999|<| 0.616| 0.059|10 17 25.782|-46 19 43.60
3201|-1.457| 0.131| 0.089| 9.999|<|-0.061| 0.042|10 18 13.562|-46 19 42.49
3201|-1.507| 0.133| 0.012| 9.999| | 0.244| 9.999|10 18 08.340|-46 19 20.18
3201|-1.434| 0.102|      | 9.999| |-0.123| 0.158|10 17 05.206|-46 19 08.47
3201|-1.589| 0.116| 0.132| 9.999| |-0.113| 0.016|10 17 48.568|-46 18 58.18
3201|-1.568| 0.089| 0.106| 9.999| |      | 9.999|10 17 33.472|-46 17 39.25
3201|-1.517| 0.128| 0.030| 9.999| | 0.117| 0.080|10 17 34.482|-46 17 32.16
3201|-1.469| 0.094|      | 9.999| |-0.035| 0.040|10 17 41.276|-46 16 01.43
4590|-2.385| 0.222|      | 9.999| | 0.586| 9.999|12 38 50.832|-26 48 46.87
4590|-2.174| 0.131|      | 9.999| | 0.159| 0.057|12 39 06.081|-26 45 54.00
4590|-2.115| 0.103|      | 9.999|<| 0.176| 9.999|12 38 57.960|-26 45 39.61
4590|-2.065| 0.119|      | 9.999|<|      | 9.999|12 39 04.900|-26 45 01.35
4590|-2.297| 0.081|      | 9.999| | 0.546| 0.125|12 39 07.215|-26 44 33.22
4590|-2.226| 0.174|      | 9.999|<| 0.543| 0.177|12 38 59.171|-26 43 16.90
4590|-2.191| 0.163|      | 9.999| |      | 9.999|12 39 06.834|-26 42 46.73
4590|-2.328| 0.126|      | 9.999| | 0.437| 0.045|12 39 08.017|-26 40 05.91
4590|-2.225| 0.234|      | 9.999|<|      | 9.999|12 39 42.498|-26 54 12.88
4590|-2.188| 0.190|      | 9.999| |      | 9.999|12 39 28.144|-26 53 01.40
4590|-2.222| 0.157| 0.556| 9.999| | 0.539| 0.045|12 39 33.413|-26 52 22.03
4590|-2.118| 0.184|      | 9.999| |      | 9.999|12 39 23.467|-26 51 52.21
4590|-2.099| 0.131|      | 9.999| |      | 9.999|12 39 26.739|-26 51 35.73
4590|-2.292| 0.062|      | 9.999| | 0.553| 0.199|12 39 38.704|-26 51 34.70
4590|-2.097| 0.077|      | 9.999|<|      | 9.999|12 39 29.097|-26 50 59.40
4590|-2.242| 0.132| 0.513| 9.999| | 0.260| 0.009|12 39 45.910|-26 50 51.89
4590|-2.105| 0.122| 0.684| 9.999| |-0.136| 0.026|12 39 37.781|-26 49 10.48
4590|-2.342| 0.044|      | 9.999| |      | 9.999|12 39 39.308|-26 49 10.00
